name,image,category,
filled_map,filled_map.png,gal,
medium_amethyst_bud,medium_amethyst_bud.png,val,
melon,melon.png,dyp,
melon_seeds,melon_seeds.png,dyp,
melon_slice,melon_slice.png,food,
milk_bucket,milk_bucket.png,food,
minecart,minecart.png,var,
chest_minecart,chest_minecart.png,var,
furnace_minecart,furnace_minecart.png,var,
hopper_minecart,hopper_minecart.png,var,
tnt_minecart,tnt_minecart.png,var,
moss_block,moss_block.png,blo,
moss_carpet,moss_carpet.png,blo,
mossy_cobblestone,mossy_cobblestone.png,blo,
mossy_cobblestone_slab,mossy_cobblestone_slab.png,blo,
mossy_cobblestone_stairs,mossy_cobblestone_stairs.png,blo,
mossy_cobblestone_wall,mossy_cobblestone_wall.png,blo,
mossy_stone_brick_slab,mossy_stone_brick_slab.png,blo,
mossy_stone_brick_stairs,mossy_stone_brick_stairs.png,blo,
mossy_stone_brick_wall,mossy_stone_brick_wall.png,blo,
mossy_stone_bricks,mossy_stone_bricks.png,blo,
mud,mud.png,blo,
mud_brick_slab,mud_brick_slab.png,blo,
mud_brick_stairs,mud_brick_stairs.png,blo,
mud_brick_wall,mud_brick_wall.png,blo,
mud_bricks,mud_bricks.png,blo,
muddy_mangrove_roots,muddy_mangrove_roots.png,blo,
mushroom_stem,mushroom_stem.png,dyp,
mushroom_stew,mushroom_stew.png,food,
music_disc_pigstep,music_disc_pigstep.png,val,
mycelium,mycelium.png,blo,
name_tag,name_tag.png,arm,
nautilus_shell,nautilus_shell.png,val,
nether_brick,nether_brick.png,blo,
nether_brick_fence,nether_brick_fence.png,blo,
nether_brick_slab,nether_brick_slab.png,blo,
nether_brick_stairs,nether_brick_stairs.png,blo,
nether_brick_wall,nether_brick_wall.png,blo,
nether_bricks,nether_bricks.png,blo,
nether_gold_ore,nether_gold_ore.png,blo,
quartz,quartz.png,val,
nether_quartz_ore,nether_quartz_ore.png,val,
nether_sprouts,nether_sprouts.png,dyp,
nether_star,nether_star.png,val,
nether_wart,nether_wart.png,food,
nether_wart_block,nether_wart_block.png,blo,
netherite_axe,netherite_axe.png,arm,
netherite_boots,netherite_boots.png,arm,
netherite_chestplate,netherite_chestplate.png,arm,
netherite_helmet,netherite_helmet.png,arm,
netherite_hoe,netherite_hoe.png,arm,
netherite_ingot,netherite_ingot.png,val,
netherite_leggings,netherite_leggings.png,arm,
netherite_pickaxe,netherite_pickaxe.png,arm,
netherite_scrap,netherite_scrap.png,val,
netherite_shovel,netherite_shovel.png,arm,
netherite_sword,netherite_sword.png,arm,
netherrack,netherrack.png,blo,
note_block,note_block.png,var,
oak_boat,oak_boat.png,var,
oak_chest_boat,oak_chest_boat.png,var,
oak_button,oak_button.png,var,
oak_door,oak_door.png,blo,
oak_fence,oak_fence.png,blo,
oak_fence_gate,oak_fence_gate.png,blo,
oak_hanging_sign,oak_hanging_sign.png,blo,
oak_leaves,oak_leaves.png,dyp,
oak_log,oak_log.png,blo,
oak_planks,oak_planks.png,blo,
oak_pressure_plate,oak_pressure_plate.png,var,
oak_sapling,oak_sapling.png,dyp,
oak_sign,oak_sign.png,blo,
oak_slab,oak_slab.png,blo,
oak_stairs,oak_stairs.png,blo,
oak_trapdoor,oak_trapdoor.png,blo,
oak_wood,oak_wood.png,blo,
observer,observer.png,var,
obsidian,obsidian.png,blo,
ochre_froglight,ochre_froglight.png,blo,
ominous_trial_key,ominous_trial_key.png,arm,
orange_banner,orange_banner.png,blo,
orange_bed,orange_bed.png,blo,
orange_bundle,orange_bundle.png,arm,
orange_candle,orange_candle.png,var,
orange_carpet,orange_carpet.png,blo,
orange_concrete,orange_concrete.png,blo,
orange_concrete_powder,orange_concrete_powder.png,blo,
orange_dye,orange_dye.png,dyp,
orange_glazed_terracotta,orange_glazed_terracotta.png,blo,
orange_shulker_box,orange_shulker_box.png,forb,
orange_stained_glass,orange_stained_glass.png,blo,
orange_stained_glass_pane,orange_stained_glass_pane.png,blo,
orange_terracotta,orange_terracotta.png,blo,
orange_tulip,orange_tulip.png,dyp,
orange_wool,orange_wool.png,blo,
oxeye_daisy,oxeye_daisy.png,dyp,
oxidized_chiseled_copper,oxidized_chiseled_copper.png,blo,
oxidized_copper,oxidized_copper.png,blo,
oxidized_copper_bulb,oxidized_copper_bulb.png,blo,
oxidized_copper_door,oxidized_copper_door.png,blo,
oxidized_copper_grate,oxidized_copper_grate.png,blo,
oxidized_copper_trapdoor,oxidized_copper_trapdoor.png,blo,
oxidized_cut_copper,oxidized_cut_copper.png,blo,
oxidized_cut_copper_slab,oxidized_cut_copper_slab.png,blo,
oxidized_cut_copper_stairs,oxidized_cut_copper_stairs.png,blo,
packed_ice,packed_ice.png,blo,
packed_mud,packed_mud.png,blo,
painting,painting.png,var,
paper,paper.png,var,
pearlescent_froglight,pearlescent_froglight.png,blo,
peony,peony.png,dyp,
phantom_membrane,phantom_membrane.png,loot,
piglin_head,piglin_head.png,val,
pink_banner,pink_banner.png,blo,
pink_bed,pink_bed.png,blo,
pink_bundle,pink_bundle.png,arm,
pink_candle,pink_candle.png,var,
pink_carpet,pink_carpet.png,blo,
pink_concrete,pink_concrete.png,blo,
pink_concrete_powder,pink_concrete_powder.png,blo,
pink_dye,pink_dye.png,dyp,
pink_glazed_terracotta,pink_glazed_terracotta.png,blo,
pink_petals,pink_petals.png,dyp,
pink_shulker_box,pink_shulker_box.png,forb,
pink_stained_glass,pink_stained_glass.png,blo,
pink_stained_glass_pane,pink_stained_glass_pane.png,blo,
pink_terracotta,pink_terracotta.png,blo,
pink_tulip,pink_tulip.png,dyp,
pink_wool,pink_wool.png,blo,
piston,piston.png,var,
pitcher_plant,pitcher_plant.png,dyp,
pitcher_pod,pitcher_pod.png,dyp,
podzol,podzol.png,blo,
pointed_dripstone,pointed_dripstone.png,var,
poisonous_potato,poisonous_potato.png,food,
polished_andesite,polished_andesite.png,blo,
polished_andesite_slab,polished_andesite_slab.png,blo,
polished_andesite_stairs,polished_andesite_stairs.png,blo,
polished_basalt,polished_basalt.png,blo,
polished_blackstone,polished_blackstone.png,blo,
polished_blackstone_brick_slab,polished_blackstone_brick_slab.png,blo,
polished_blackstone_brick_stairs,polished_blackstone_brick_stairs.png,blo,
polished_blackstone_brick_wall,polished_blackstone_brick_wall.png,blo,
polished_blackstone_bricks,polished_blackstone_bricks.png,blo,
polished_blackstone_button,polished_blackstone_button.png,var,
polished_blackstone_pressure_plate,polished_blackstone_pressure_plate.png,var,
polished_blackstone_slab,polished_blackstone_slab.png,blo,
polished_blackstone_stairs,polished_blackstone_stairs.png,blo,
polished_blackstone_wall,polished_blackstone_wall.png,blo,
polished_deepslate,polished_deepslate.png,blo,
polished_deepslate_slab,polished_deepslate_slab.png,blo,
polished_deepslate_stairs,polished_deepslate_stairs.png,blo,
polished_deepslate_wall,polished_deepslate_wall.png,blo,
polished_diorite,polished_diorite.png,blo,
polished_diorite_slab,polished_diorite_slab.png,blo,
polished_diorite_stairs,polished_diorite_stairs.png,blo,
polished_granite,polished_granite.png,blo,
polished_granite_slab,polished_granite_slab.png,blo,
polished_granite_stairs,polished_granite_stairs.png,blo,
polished_tuff,polished_tuff.png,blo,
polished_tuff_slab,polished_tuff_slab.png,blo,
polished_tuff_stairs,polished_tuff_stairs.png,blo,
polished_tuff_wall,polished_tuff_wall.png,blo,
popped_chorus_fruit,popped_chorus_fruit.png,var,
poppy,poppy.png,dyp,
potato,potato.png,dyp,
powder_snow_bucket,powder_snow_bucket.png,var,
powered_rail,powered_rail.png,var,
prismarine,prismarine.png,blo,
prismarine_brick_slab,prismarine_brick_slab.png,blo,
prismarine_brick_stairs,prismarine_brick_stairs.png,blo,
prismarine_bricks,prismarine_bricks.png,blo,
prismarine_crystals,prismarine_crystals.png,loot,
prismarine_shard,prismarine_shard.png,loot,
prismarine_slab,prismarine_slab.png,blo,
prismarine_stairs,prismarine_stairs.png,blo,
prismarine_wall,prismarine_wall.png,blo,
pufferfish,pufferfish.png,food,
pumpkin,pumpkin.png,dyp,
pumpkin_pie,pumpkin_pie.png,food,
pumpkin_seeds,pumpkin_seeds.png,dyp,
purple_banner,purple_banner.png,blo,
purple_bed,purple_bed.png,blo,
purple_bundle,purple_bundle.png,arm,
purple_candle,purple_candle.png,var,
purple_carpet,purple_carpet.png,blo,
purple_concrete,purple_concrete.png,blo,
purple_concrete_powder,purple_concrete_powder.png,blo,
purple_dye,purple_dye.png,dyp,
purple_glazed_terracotta,purple_glazed_terracotta.png,blo,
purple_shulker_box,purple_shulker_box.png,forb,
purple_stained_glass,purple_stained_glass.png,blo,
purple_stained_glass_pane,purple_stained_glass_pane.png,blo,
purple_terracotta,purple_terracotta.png,blo,
purple_wool,purple_wool.png,blo,
purpur_block,purpur_block.png,blo,
purpur_pillar,purpur_pillar.png,blo,
purpur_slab,purpur_slab.png,blo,
purpur_stairs,purpur_stairs.png,blo,
quartz_bricks,quartz_bricks.png,blo,
quartz_pillar,quartz_pillar.png,blo,
quartz_slab,quartz_slab.png,blo,
quartz_stairs,quartz_stairs.png,blo,
rabbit_hide,rabbit_hide.png,loot,
rabbit_stew,rabbit_stew.png,food,
rabbit_foot,rabbit_foot.png,loot,
rail,rail.png,var,
beef,beef.png,food,
chicken,chicken.png,food,
cod,cod.png,food,
raw_copper,raw_copper.png,val,
raw_gold,raw_gold.png,val,
raw_iron,raw_iron.png,val,
mutton,mutton.png,food,
porkchop,porkchop.png,food,
rabbit,rabbit.png,food,
salmon,salmon.png,food,
recovery_compass,recovery_compass.png,arm,
red_banner,red_banner.png,blo,
red_bed,red_bed.png,blo,
red_bundle,red_bundle.png,arm,
red_candle,red_candle.png,var,
red_carpet,red_carpet.png,blo,
red_concrete,red_concrete.png,blo,
red_concrete_powder,red_concrete_powder.png,blo,
red_dye,red_dye.png,dyp,
red_glazed_terracotta,red_glazed_terracotta.png,blo,
red_mushroom,red_mushroom.png,dyp,
red_mushroom_block,red_mushroom_block.png,blo,
red_nether_brick_slab,red_nether_brick_slab.png,blo,
red_nether_brick_stairs,red_nether_brick_stairs.png,blo,
red_nether_brick_wall,red_nether_brick_wall.png,blo,
red_nether_bricks,red_nether_bricks.png,blo,
red_sand,red_sand.png,blo,
red_sandstone,red_sandstone.png,blo,
red_sandstone_slab,red_sandstone_slab.png,blo,
red_sandstone_stairs,red_sandstone_stairs.png,blo,
red_sandstone_wall,red_sandstone_wall.png,blo,
red_shulker_box,red_shulker_box.png,forb,
red_stained_glass,red_stained_glass.png,blo,
red_stained_glass_pane,red_stained_glass_pane.png,blo,
red_terracotta,red_terracotta.png,blo,
red_tulip,red_tulip.png,dyp,
red_wool,red_wool.png,blo,
comparator,comparator.png,var,
redstone,redstone.png,var,
redstone_lamp,redstone_lamp.png,var,
redstone_ore,redstone_ore.png,var,
repeater,repeater.png,var,
redstone_torch,redstone_torch.png,var,
respawn_anchor,respawn_anchor.png,var,
rooted_dirt,rooted_dirt.png,blo,
rose_bush,rose_bush.png,dyp,
rotten_flesh,rotten_flesh.png,loot,
saddle,saddle.png,arm,
sand,sand.png,blo,
sandstone,sandstone.png,blo,
sandstone_slab,sandstone_slab.png,blo,
sandstone_stairs,sandstone_stairs.png,blo,
sandstone_wall,sandstone_wall.png,blo,
scaffolding,scaffolding.png,blo,
sculk,sculk.png,dyp,
sculk_catalyst,sculk_catalyst.png,dyp,
sculk_sensor,sculk_sensor.png,var,
sculk_shrieker,sculk_shrieker.png,dyp,
sculk_vein,sculk_vein.png,dyp,
sea_lantern,sea_lantern.png,blo,
sea_pickle,sea_pickle.png,dyp,
seagrass,seagrass.png,dyp,
shears,shears.png,arm,
shield,shield.png,arm,
shroomlight,shroomlight.png,blo,
shulker_box,shulker_box.png,forb,
shulker_shell,shulker_shell.png,forb,
skeleton_skull,skeleton_skull.png,val,
slime_block,slime_block.png,var,
slime_ball,slime_ball.png,loot,
small_amethyst_bud,small_amethyst_bud.png,val,
small_dripleaf,small_dripleaf.png,dyp,
smithing_table,smithing_table.png,var,
smoker,smoker.png,var,
smooth_basalt,smooth_basalt.png,blo,
smooth_quartz,smooth_quartz.png,blo,
smooth_quartz_slab,smooth_quartz_slab.png,blo,
smooth_quartz_stairs,smooth_quartz_stairs.png,blo,
smooth_red_sandstone,smooth_red_sandstone.png,blo,
smooth_red_sandstone_slab,smooth_red_sandstone_slab.png,blo,
smooth_red_sandstone_stairs,smooth_red_sandstone_stairs.png,blo,
smooth_sandstone,smooth_sandstone.png,blo,
smooth_sandstone_slab,smooth_sandstone_slab.png,blo,
smooth_sandstone_stairs,smooth_sandstone_stairs.png,blo,
smooth_stone,smooth_stone.png,blo,
smooth_stone_slab,smooth_stone_slab.png,blo,
sniffer_egg,sniffer_egg.png,loot,
snow,snow.png,blo,
snow_block,snow_block.png,blo,
snowball,snowball.png,var,
soul_campfire,soul_campfire.png,var,
soul_lantern,soul_lantern.png,var,
soul_sand,soul_sand.png,blo,
soul_soil,soul_soil.png,blo,
soul_torch,soul_torch.png,var,
spectral_arrow,spectral_arrow.png,arm,
spider_eye,spider_eye.png,loot,
sponge,sponge.png,val,
spore_blossom,spore_blossom.png,dyp,
spruce_boat,spruce_boat.png,var,
spruce_chest_boat,spruce_chest_boat.png,var,
spruce_button,spruce_button.png,var,
spruce_door,spruce_door.png,blo,
spruce_fence,spruce_fence.png,blo,
spruce_fence_gate,spruce_fence_gate.png,blo,
spruce_hanging_sign,spruce_hanging_sign.png,blo,
spruce_leaves,spruce_leaves.png,dyp,
spruce_log,spruce_log.png,blo,
spruce_planks,spruce_planks.png,blo,
spruce_pressure_plate,spruce_pressure_plate.png,var,
spruce_sapling,spruce_sapling.png,dyp,
spruce_sign,spruce_sign.png,blo,
spruce_slab,spruce_slab.png,blo,
spruce_stairs,spruce_stairs.png,blo,
spruce_trapdoor,spruce_trapdoor.png,blo,
spruce_wood,spruce_wood.png,blo,
spyglass,spyglass.png,arm,
cooked_beef,cooked_beef.png,food,
stick,stick.png,var,
sticky_piston,sticky_piston.png,var,
stone,stone.png,blo,
stone_axe,stone_axe.png,arm,
stone_brick_slab,stone_brick_slab.png,blo,
stone_brick_stairs,stone_brick_stairs.png,blo,
stone_brick_wall,stone_brick_wall.png,blo,
stone_bricks,stone_bricks.png,blo,
stone_button,stone_button.png,var,
stone_hoe,stone_hoe.png,arm,
stone_pickaxe,stone_pickaxe.png,arm,
stone_pressure_plate,stone_pressure_plate.png,var,
stone_shovel,stone_shovel.png,arm,
stone_slab,stone_slab.png,blo,
stone_stairs,stone_stairs.png,blo,
stone_sword,stone_sword.png,arm,
stonecutter,stonecutter.png,var,
string,string.png,loot,
stripped_acacia_log,stripped_acacia_log.png,blo,
stripped_acacia_wood,stripped_acacia_wood.png,blo,
stripped_birch_log,stripped_birch_log.png,blo,
stripped_birch_wood,stripped_birch_wood.png,blo,
stripped_cherry_log,stripped_cherry_log.png,blo,
stripped_cherry_wood,stripped_cherry_wood.png,blo,
stripped_crimson_hyphae,stripped_crimson_hyphae.png,blo,
stripped_crimson_stem,stripped_crimson_stem.png,blo,
stripped_dark_oak_log,stripped_dark_oak_log.png,blo,
stripped_dark_oak_wood,stripped_dark_oak_wood.png,blo,
stripped_jungle_log,stripped_jungle_log.png,blo,
stripped_jungle_wood,stripped_jungle_wood.png,blo,
stripped_mangrove_log,stripped_mangrove_log.png,blo,
stripped_mangrove_wood,stripped_mangrove_wood.png,blo,
stripped_oak_log,stripped_oak_log.png,blo,
stripped_oak_wood,stripped_oak_wood.png,blo,
stripped_pale_oak_log,stripped_pale_oak_log.png,blo,
stripped_pale_oak_wood,stripped_pale_oak_wood.png,blo,
stripped_spruce_log,stripped_spruce_log.png,blo,
stripped_spruce_wood,stripped_spruce_wood.png,blo,
stripped_warped_hyphae,stripped_warped_hyphae.png,blo,
stripped_warped_stem,stripped_warped_stem.png,blo,
sugar,sugar.png,food,
sugar_cane,sugar_cane.png,dyp,
sunflower,sunflower.png,dyp,
suspicious_stew,suspicious_stew.png,food,
sweet_berries,sweet_berries.png,food,
tall_grass,tall_grass.png,dyp,
target,target.png,var,
terracotta,terracotta.png,blo,
tinted_glass,tinted_glass.png,blo,
tnt,tnt.png,var,
torch,torch.png,var,
torchflower,torchflower.png,dyp,
torchflower_seeds,torchflower_seeds.png,dyp,
totem_of_undying,totem_of_undying.png,arm,
trapped_chest,trapped_chest.png,var,
trial_key,trial_key.png,arm,
trident,trident.png,arm,
tripwire_hook,tripwire_hook.png,var,
tropical_fish,tropical_fish.png,food,
tube_coral,tube_coral.png,dyp,
tube_coral_block,tube_coral_block.png,dyp,
tube_coral_fan,tube_coral_fan.png,dyp,
tuff,tuff.png,blo,
tuff_brick_slab,tuff_brick_slab.png,blo,
tuff_brick_stairs,tuff_brick_stairs.png,blo,
tuff_brick_wall,tuff_brick_wall.png,blo,
tuff_bricks,tuff_bricks.png,blo,
tuff_slab,tuff_slab.png,blo,
tuff_stairs,tuff_stairs.png,blo,
tuff_wall,tuff_wall.png,blo,
turtle_egg,turtle_egg.png,loot,
turtle_scute,turtle_scute.png,loot,
turtle_helmet,turtle_helmet.png,arm,
twisting_vines,twisting_vines.png,dyp,
verdant_froglight,verdant_froglight.png,blo,
vine,vine.png,dyp,
warped_button,warped_button.png,var,
warped_door,warped_door.png,blo,
warped_fence,warped_fence.png,blo,
warped_fence_gate,warped_fence_gate.png,blo,
warped_fungus,warped_fungus.png,dyp,
warped_fungus_on_a_stick,warped_fungus_on_a_stick.png,arm,
warped_hanging_sign,warped_hanging_sign.png,blo,
warped_hyphae,warped_hyphae.png,blo,
warped_nylium,warped_nylium.png,blo,
warped_planks,warped_planks.png,blo,
warped_pressure_plate,warped_pressure_plate.png,var,
warped_roots,warped_roots.png,dyp,
warped_sign,warped_sign.png,blo,warped
warped_slab,warped_slab.png,blo,warped
warped_stairs,warped_stairs.png,blo,
warped_stem,warped_stem.png,blo,
warped_trapdoor,warped_trapdoor.png,blo,
warped_wart_block,warped_wart_block.png,blo,
water_bucket,water_bucket.png,arm,
waxed_copper_block,waxed_copper_block.png,blo,
waxed_chiseled_copper,waxed_chiseled_copper.png,blo,
waxed_copper_bulb,waxed_copper_bulb.png,blo,
waxed_copper_door,waxed_copper_door.png,blo,
waxed_copper_grate,waxed_copper_grate.png,blo,
waxed_copper_trapdoor,waxed_copper_trapdoor.png,blo,
waxed_cut_copper,waxed_cut_copper.png,blo,
waxed_cut_copper_slab,waxed_cut_copper_slab.png,blo,
waxed_cut_copper_stairs,waxed_cut_copper_stairs.png,blo,
waxed_exposed_chiseled_copper,waxed_exposed_chiseled_copper.png,blo,
waxed_exposed_copper,waxed_exposed_copper.png,blo,
waxed_exposed_copper_bulb,waxed_exposed_copper_bulb.png,blo,
waxed_exposed_copper_door,waxed_exposed_copper_door.png,blo,
waxed_exposed_copper_grate,waxed_exposed_copper_grate.png,blo,
waxed_exposed_copper_trapdoor,waxed_exposed_copper_trapdoor.png,blo,
waxed_exposed_cut_copper,waxed_exposed_cut_copper.png,blo,
waxed_exposed_cut_copper_slab,waxed_exposed_cut_copper_slab.png,blo,
waxed_exposed_cut_copper_stairs,waxed_exposed_cut_copper_stairs.png,blo,
waxed_oxidized_chiseled_copper,waxed_oxidized_chiseled_copper.png,blo,
waxed_oxidized_copper,waxed_oxidized_copper.png,blo,
waxed_oxidized_copper_bulb,waxed_oxidized_copper_bulb.png,blo,
waxed_oxidized_copper_door,waxed_oxidized_copper_door.png,blo,
waxed_oxidized_copper_grate,waxed_oxidized_copper_grate.png,blo,
waxed_oxidized_copper_trapdoor,waxed_oxidized_copper_trapdoor.png,blo,
waxed_oxidized_cut_copper,waxed_oxidized_cut_copper.png,blo,
waxed_oxidized_cut_copper_slab,waxed_oxidized_cut_copper_slab.png,blo,
waxed_oxidized_cut_copper_stairs,waxed_oxidized_cut_copper_stairs.png,blo,
waxed_weathered_chiseled_copper,waxed_weathered_chiseled_copper.png,blo,
waxed_weathered_copper,waxed_weathered_copper.png,blo,
waxed_weathered_copper_bulb,waxed_weathered_copper_bulb.png,blo,
waxed_weathered_copper_door,waxed_weathered_copper_door.png,blo,
waxed_weathered_copper_grate,waxed_weathered_copper_grate.png,blo,
waxed_weathered_copper_trapdoor,waxed_weathered_copper_trapdoor.png,blo,
waxed_weathered_cut_copper,waxed_weathered_cut_copper.png,blo,
waxed_weathered_cut_copper_slab,waxed_weathered_cut_copper_slab.png,blo,
waxed_weathered_cut_copper_stairs,waxed_weathered_cut_copper_stairs.png,blo,
weathered_chiseled_copper,weathered_chiseled_copper.png,blo,
weathered_copper,weathered_copper.png,blo,
weathered_copper_bulb,weathered_copper_bulb.png,blo,
weathered_copper_door,weathered_copper_door.png,blo,
weathered_copper_grate,weathered_copper_grate.png,blo,
weathered_copper_trapdoor,weathered_copper_trapdoor.png,blo,
weathered_cut_copper,weathered_cut_copper.png,blo,
weathered_cut_copper_slab,weathered_cut_copper_slab.png,blo,
weathered_cut_copper_stairs,weathered_cut_copper_stairs.png,blo,
weeping_vines,weeping_vines.png,dyp,
wet_sponge,wet_sponge.png,val,
wheat,wheat.png,dyp,
wheat_seeds,wheat_seeds.png,dyp,
white_banner,white_banner.png,blo,
white_bed,white_bed.png,blo,
white_bundle,white_bundle.png,arm,
white_candle,white_candle.png,var,
white_carpet,white_carpet.png,blo,
white_concrete,white_concrete.png,blo,
white_concrete_powder,white_concrete_powder.png,blo,
white_dye,white_dye.png,dyp,
white_glazed_terracotta,white_glazed_terracotta.png,blo,
white_shulker_box,white_shulker_box.png,forb,
white_stained_glass,white_stained_glass.png,blo,
white_stained_glass_pane,white_stained_glass_pane.png,blo,
white_terracotta,white_terracotta.png,blo,
white_tulip,white_tulip.png,dyp,
white_wool,white_wool.png,blo,
wind_charge,wind_charge.png,loot,
wither_rose,wither_rose.png,dyp,
wither_skeleton_skull,wither_skeleton_skull.png,val,
wolf_armor,wolf_armor.png,arm,
wooden_axe,wooden_axe.png,arm,
wooden_hoe,wooden_hoe.png,arm,
wooden_pickaxe,wooden_pickaxe.png,arm,
wooden_shovel,wooden_shovel.png,arm,
wooden_sword,wooden_sword.png,arm,
written_book,written_book.png,boo,
yellow_banner,yellow_banner.png,blo,
yellow_bed,yellow_bed.png,blo,
yellow_bundle,yellow_bundle.png,arm,
yellow_candle,yellow_candle.png,var,
yellow_carpet,yellow_carpet.png,blo,
yellow_concrete,yellow_concrete.png,blo,
yellow_concrete_powder,yellow_concrete_powder.png,blo,
yellow_dye,yellow_dye.png,dyp,
yellow_glazed_terracotta,yellow_glazed_terracotta.png,blo,
yellow_shulker_box,yellow_shulker_box.png,forb,
yellow_stained_glass,yellow_stained_glass.png,blo,
yellow_stained_glass_pane,yellow_stained_glass_pane.png,blo,
yellow_terracotta,yellow_terracotta.png,blo,
yellow_wool,yellow_wool.png,blo,
zombie_head,zombie_head.png,val,
light,light.png,val,
structure_void,structure_void.png,val,
enchanted_book,enchanted_book.png,boo,
creaking_heart,creaking_heart.png,blo,
pale_oak_wood,pale_oak_wood.png,blo,
stripped_pale_oak_wood,stripped_pale_oak_wood.png,blo,
pale_oak_log,pale_oak_log.png,blo,
stripped_pale_oak_log,stripped_pale_oak_log.png,blo,
pale_oak_planks,pale_oak_planks.png,blo,
pale_oak_stairs,pale_oak_stairs.png,blo,
pale_oak_slab,pale_oak_slab.png,blo,
pale_oak_sign,pale_oak_sign.png,blo,
pale_oak_hanging_sign,pale_oak_hanging_sign.png,blo,
pale_oak_button,pale_oak_button.png,var,
pale_oak_pressure_plate,pale_oak_pressure_plate.png,var,
pale_oak_door,pale_oak_door.png,blo,
pale_oak_fence,pale_oak_fence.png,blo,
pale_oak_fence_gate,pale_oak_fence_gate.png,blo,
pale_oak_trapdoor,pale_oak_trapdoor.png,blo,
pale_oak_boat,pale_oak_boat.png,var,
pale_oak_chest_boat,pale_oak_chest_boat.png,var,
pale_hanging_moss,pale_hanging_moss.png,dyp,
pale_moss_block,pale_moss_block.png,blo,
pale_moss_carpet,pale_moss_carpet.png,blo,
pale_oak_leaves,pale_oak_leaves.png,dyp,
pale_oak_sapling,pale_oak_sapling.png,dyp,
closed_eyeblossom,closed_eyeblossom.png,dyp,
open_eyeblossom,open_eyeblossom.png,dyp,
resin_block,resin_block.png,blo,
resin_bricks,resin_bricks.png,blo,
chiseled_resin_bricks,chiseled_resin_bricks.png,blo,
resin_brick_slab,resin_brick_slab.png,blo,
resin_brick_stairs,resin_brick_stairs.png,blo,
resin_brick_wall,resin_brick_wall.png,blo,
resin_clump,resin_chump.png,loot,
resin_brick,resin_brick.png,var,
leaf_litter,leaf_litter.png,dyp,
wildflowers,wildflowers.png,dyp,
bush,bush.png,dyp,
firefly_bush,firefly_bush.png,dyp,
cactus_flower,cactus_flower.png,dyp,
short_dry_grass,short_dry_grass.png,dyp,
tall_dry_grass,tall_dry_grass.png,dyp,
dried_ghast,dried_ghast.png,var,
white_harness,white_harness.png,arm,
light_gray_harness,light_gray_harness.png,arm,
gray_harness,gray_harness.png,arm,
black_harness,black_harness.png,arm,
orange_harness,orange_harness.png,arm,
brown_harness,brown_harness.png,arm,
green_harness,green_harness.png,arm,
lime_harness,lime_harness.png,arm,
cyan_harness,cyan_harness.png,arm,
light_blue_harness,light_blue_harness.png,arm,
blue_harness,blue_harness.png,arm,
magenta_harness,magenta_harness.png,arm,
purple_harness,purple_harness.png,arm,
pink_harness,pink_harness.png,arm,
blue_egg,blue_egg.png,loot,
brown_egg,brown_egg.png,loot,
silence_armor_trim_smithing_template,netherite_upgrade_smithing_template.png,val,
ominous_bottle,ominous_bottle.png,loot,
