name,image,category
block.minecraft.granite,granite.png,Блоки
block.minecraft.granite_slab,granite_slab.png,Блоки
block.minecraft.granite_stairs,granite_stairs.png,Блоки
block.minecraft.granite_wall,granite_wall.png,Блоки
block.minecraft.grass_block,grass_block.png,Блоки
block.minecraft.gravel,gravel.png,Блоки
block.minecraft.gray_banner,gray_banner.png,Блоки
block.minecraft.gray_bed,gray_bed.png,Блоки
item.minecraft.gray_bundle,gray_bundle.png,Инструменты
block.minecraft.gray_candle,gray_candle.png,Разное
block.minecraft.gray_carpet,gray_carpet.png,Блоки
block.minecraft.gray_concrete,gray_concrete.png,Блоки
block.minecraft.gray_concrete_powder,gray_concrete_powder.png,Блоки
item.minecraft.gray_dye,gray_dye.png,Краски
block.minecraft.gray_glazed_terracotta,gray_glazed_terracotta.png,Блоки
block.minecraft.gray_shulker_box,gray_shulker_box.png,!!!ПРОДАЖА ЗАПРЕЩЕНА!!!
block.minecraft.gray_stained_glass,gray_stained_glass.png,Блоки
block.minecraft.gray_stained_glass_pane,gray_stained_glass_pane.png,Блоки
block.minecraft.gray_terracotta,gray_terracotta.png,Блоки
block.minecraft.gray_wool,gray_wool.png,Блоки
block.minecraft.green_banner,green_banner.png,Блоки
block.minecraft.green_bed,green_bed.png,Блоки
item.minecraft.green_bundle,green_bundle.png,Инструменты
block.minecraft.green_candle,green_candle.png,Разное
block.minecraft.green_carpet,green_carpet.png,Блоки
block.minecraft.green_concrete,green_concrete.png,Блоки
block.minecraft.green_concrete_powder,green_concrete_powder.png,Блоки
item.minecraft.green_dye,green_dye.png,Краски
block.minecraft.green_glazed_terracotta,green_glazed_terracotta.png,Блоки
block.minecraft.green_shulker_box,green_shulker_box.png,!!!ПРОДАЖА ЗАПРЕЩЕНА!!!
block.minecraft.green_stained_glass,green_stained_glass.png,Блоки
block.minecraft.green_stained_glass_pane,green_stained_glass_pane.png,Блоки
block.minecraft.green_terracotta,green_terracotta.png,Блоки
block.minecraft.green_wool,green_wool.png,Блоки
block.minecraft.grindstone,grindstone.png,Разное
item.minecraft.gunpowder,gunpowder.png,Лут с мобов
block.minecraft.hanging_roots,hanging_roots.png,Растения
block.minecraft.hay_block,hay_block.png,Блоки
item.minecraft.heart_of_the_sea,heart_of_the_sea.png,Ценности
block.minecraft.heavy_core,heavy_core.png,Ценности
block.minecraft.heavy_weighted_pressure_plate,heavy_weighted_pressure_plate.png,Разное
block.minecraft.honey_block,honey_block.png,Разное
item.minecraft.honey_bottle,honey_bottle.png,Еда и зелья
item.minecraft.honeycomb,honeycomb.png,Разное
block.minecraft.honeycomb_block,honeycomb_block.png,Разное
block.minecraft.hopper,hopper.png,Разное
block.minecraft.horn_coral,horn_coral.png,Растения
block.minecraft.horn_coral_block,horn_coral_block.png,Растения
block.minecraft.horn_coral_fan,horn_coral_fan.png,Растения
block.minecraft.ice,ice.png,Блоки
item.minecraft.ink_sac,ink_sac.png,Краски
item.minecraft.iron_axe,iron_axe.png,Инструменты
block.minecraft.iron_bars,iron_bars.png,Блоки
item.minecraft.iron_boots,iron_boots.png,Броня
item.minecraft.iron_chestplate,iron_chestplate.png,Броня
block.minecraft.iron_door,iron_door.png,Блоки
item.minecraft.iron_helmet,iron_helmet.png,Броня
item.minecraft.iron_hoe,iron_hoe.png,Инструменты
item.minecraft.iron_horse_armor,iron_horse_armor.png,Броня
item.minecraft.iron_ingot,iron_ingot.png,Ценности
item.minecraft.iron_leggings,iron_leggings.png,Броня
item.minecraft.iron_nugget,iron_nugget.png,!!!ПРОДАЖА ЗАПРЕЩЕНА!!!
block.minecraft.iron_ore,iron_ore.png,Ценности
item.minecraft.iron_pickaxe,iron_pickaxe.png,Инструменты
item.minecraft.iron_shovel,iron_shovel.png,Инструменты
item.minecraft.iron_sword,iron_sword.png,Инструменты
block.minecraft.iron_trapdoor,iron_trapdoor.png,Инструменты
entity.minecraft.item_frame,item_frame.png,Разное
block.minecraft.jack_o_lantern,jack_o_lantern.png,Растения
block.minecraft.jukebox,jukebox.png,Разное
entity.minecraft.jungle_boat,jungle_boat.png,Разное
entity.minecraft.jungle_chest_boat,jungle_chest_boat.png,Разное
block.minecraft.jungle_button,jungle_button.png,Разное
block.minecraft.jungle_door,jungle_door.png,Блоки
block.minecraft.jungle_fence,jungle_fence.png,Блоки
block.minecraft.jungle_fence_gate,jungle_fence_gate.png,Блоки
block.minecraft.jungle_hanging_sign,jungle_hanging_sign.png,Блоки
block.minecraft.jungle_leaves,jungle_leaves.png,Растения
block.minecraft.jungle_log,jungle_log.png,Блоки
block.minecraft.jungle_planks,jungle_planks.png,Блоки
block.minecraft.jungle_pressure_plate,jungle_pressure_plate.png,Разное
block.minecraft.jungle_sapling,jungle_sapling.png,Растения
block.minecraft.jungle_sign,jungle_sign.png,Блоки
block.minecraft.jungle_slab,jungle_slab.png,Блоки
block.minecraft.jungle_stairs,jungle_stairs.png,Блоки
block.minecraft.jungle_trapdoor,jungle_trapdoor.png,Блоки
block.minecraft.jungle_wood,jungle_wood.png,Блоки
block.minecraft.kelp,kelp.png,Еда и зелья
block.minecraft.ladder,ladder.png,Блоки
block.minecraft.lantern,lantern.png,Разное
item.minecraft.lapis_lazuli,lapis_lazuli.png,Ценности
block.minecraft.lapis_ore,lapis_ore.png,Ценности
block.minecraft.large_amethyst_bud,large_amethyst_bud.png,Ценности
block.minecraft.large_fern,large_fern.png,Растения
item.minecraft.lava_bucket,lava_bucket.png,Инструменты
item.minecraft.lead,lead.png,Инструменты
item.minecraft.leather,leather.png,Лут с мобов
item.minecraft.leather_boots,leather_boots.png,Броня
item.minecraft.leather_helmet,leather_helmet.png,Броня
item.minecraft.leather_horse_armor,leather_horse_armor.png,Броня
item.minecraft.leather_leggings,leather_leggings.png,Броня
item.minecraft.leather_chestplate,leather_chestplate.png,Броня
block.minecraft.lectern,lectern.png,Разное
block.minecraft.lever,lever.png,Разное
block.minecraft.light_blue_banner,light_blue_banner.png,Блоки
block.minecraft.light_blue_bed,light_blue_bed.png,Блоки
item.minecraft.light_blue_bundle,light_blue_bundle.png,Инструменты
block.minecraft.light_blue_candle,light_blue_candle.png,Разное
block.minecraft.light_blue_carpet,light_blue_carpet.png,Блоки
block.minecraft.light_blue_concrete,light_blue_concrete.png,Блоки
block.minecraft.light_blue_concrete_powder,light_blue_concrete_powder.png,Блоки
item.minecraft.light_blue_dye,light_blue_dye.png,Краски
block.minecraft.light_blue_glazed_terracotta,light_blue_glazed_terracotta.png,Блоки
block.minecraft.light_blue_shulker_box,light_blue_shulker_box.png,!!!ПРОДАЖА ЗАПРЕЩЕНА!!!
block.minecraft.light_blue_stained_glass,light_blue_stained_glass.png,Блоки
block.minecraft.light_blue_stained_glass_pane,light_blue_stained_glass_pane.png,Блоки
block.minecraft.light_blue_terracotta,light_blue_terracotta.png,Блоки
block.minecraft.light_blue_wool,light_blue_wool.png,Блоки
block.minecraft.light_gray_banner,light_gray_banner.png,Блоки
block.minecraft.light_gray_bed,light_gray_bed.png,Блоки
item.minecraft.light_gray_bundle,light_gray_bundle.png,Инструменты
block.minecraft.light_gray_candle,light_gray_candle.png,Разное
block.minecraft.light_gray_carpet,light_gray_carpet.png,Блоки
block.minecraft.light_gray_concrete,light_gray_concrete.png,Блоки
block.minecraft.light_gray_concrete_powder,light_gray_concrete_powder.png,Блоки
item.minecraft.light_gray_dye,light_gray_dye.png,Краски
block.minecraft.light_gray_glazed_terracotta,light_gray_glazed_terracotta.png,Блоки
block.minecraft.light_gray_shulker_box,light_gray_shulker_box.png,!!!ПРОДАЖА ЗАПРЕЩЕНА!!!
block.minecraft.light_gray_stained_glass,light_gray_stained_glass.png,Блоки
block.minecraft.light_gray_stained_glass_pane,light_gray_stained_glass_pane.png,Блоки
block.minecraft.light_gray_terracotta,light_gray_terracotta.png,Блоки
block.minecraft.light_gray_wool,light_gray_wool.png,Блоки
block.minecraft.light_weighted_pressure_plate,light_weighted_pressure_plate.png,Разное
block.minecraft.lightning_rod,lightning_rod.png,Разное
block.minecraft.lilac,lilac.png,Растения
block.minecraft.lily_pad,lily_pad.png,Растения
block.minecraft.lime_banner,lime_banner.png,Блоки
block.minecraft.lime_bed,lime_bed.png,Блоки
item.minecraft.lime_bundle,lime_bundle.png,Инструменты
block.minecraft.lime_candle,lime_candle.png,Разное
block.minecraft.lime_carpet,lime_carpet.png,Блоки
block.minecraft.lime_concrete,lime_concrete.png,Блоки
block.minecraft.lime_concrete_powder,lime_concrete_powder.png,Блоки
item.minecraft.lime_dye,lime_dye.png,Краски
block.minecraft.lime_glazed_terracotta,lime_glazed_terracotta.png,Блоки
block.minecraft.lime_shulker_box,lime_shulker_box.png,!!!ПРОДАЖА ЗАПРЕЩЕНА!!!
block.minecraft.lime_stained_glass,lime_stained_glass.png,Блоки
block.minecraft.lime_stained_glass_pane,lime_stained_glass_pane.png,Блоки
block.minecraft.lime_terracotta,lime_terracotta.png,Блоки
block.minecraft.lime_wool,lime_wool.png,Блоки
block.minecraft.lodestone,lodestone.png,Разное
block.minecraft.loom,loom.png,Разное
item.minecraft.mace,mace.png,Инструменты
block.minecraft.magenta_banner,magenta_banner.png,Блоки
block.minecraft.magenta_bed,magenta_bed.png,Блоки
item.minecraft.magenta_bundle,magenta_bundle.png,Инструменты
block.minecraft.magenta_candle,magenta_candle.png,Разное
block.minecraft.magenta_carpet,magenta_carpet.png,Блоки
block.minecraft.magenta_concrete,magenta_concrete.png,Блоки
block.minecraft.magenta_concrete_powder,magenta_concrete_powder.png,Блоки
item.minecraft.magenta_dye,magenta_dye.png,Краски
block.minecraft.magenta_glazed_terracotta,magenta_glazed_terracotta.png,Блоки
block.minecraft.magenta_shulker_box,magenta_shulker_box.png,!!!ПРОДАЖА ЗАПРЕЩЕНА!!!
block.minecraft.magenta_stained_glass,magenta_stained_glass.png,Блоки
block.minecraft.magenta_stained_glass_pane,magenta_stained_glass_pane.png,Блоки
block.minecraft.magenta_terracotta,magenta_terracotta.png,Блоки
block.minecraft.magenta_wool,magenta_wool.png,Блоки
block.minecraft.magma_block,magma_block.png,Блоки
item.minecraft.magma_cream,magma_cream.png,Лут с мобов
entity.minecraft.mangrove_boat,mangrove_boat.png,Разное
entity.minecraft.mangrove_chest_boat,mangrove_chest_boat.png,Разное
block.minecraft.mangrove_button,mangrove_button.png,Разное
block.minecraft.mangrove_door,mangrove_door.png,Блоки
block.minecraft.mangrove_fence,mangrove_fence.png,Блоки
block.minecraft.mangrove_fence_gate,mangrove_fence_gate.png,Блоки
block.minecraft.mangrove_hanging_sign,mangrove_hanging_sign.png,Блоки
block.minecraft.mangrove_leaves,mangrove_leaves.png,Растения
block.minecraft.mangrove_log,mangrove_log.png,Блоки
block.minecraft.mangrove_planks,mangrove_planks.png,Блоки
block.minecraft.mangrove_pressure_plate,mangrove_pressure_plate.png,Разное
block.minecraft.mangrove_propagule,mangrove_propagule.png,Растения
block.minecraft.mangrove_roots,mangrove_roots.png,Блоки
block.minecraft.mangrove_sign,mangrove_sign.png,Блоки
block.minecraft.mangrove_slab,mangrove_slab.png,Блоки
block.minecraft.mangrove_stairs,mangrove_stairs.png,Блоки
block.minecraft.mangrove_trapdoor,mangrove_trapdoor.png,Блоки
block.minecraft.mangrove_wood,mangrove_wood.png,Блоки
item.minecraft.filled_map,filled_map.png,Галерея
block.minecraft.medium_amethyst_bud,medium_amethyst_bud.png,Ценности
block.minecraft.melon,melon.png,Растения
item.minecraft.melon_seeds,melon_seeds.png,Растения
item.minecraft.melon_slice,melon_slice.png,Еда и зелья
item.minecraft.milk_bucket,milk_bucket.png,Еда и зелья
entity.minecraft.minecart,minecart.png,Разное
entity.minecraft.chest_minecart,chest_minecart.png,Разное
entity.minecraft.furnace_minecart,furnace_minecart.png,Разное
entity.minecraft.hopper_minecart,hopper_minecart.png,Разное
entity.minecraft.tnt_minecart,tnt_minecart.png,Разное
block.minecraft.moss_block,moss_block.png,Блоки
block.minecraft.moss_carpet,moss_carpet.png,Блоки
block.minecraft.mossy_cobblestone,mossy_cobblestone.png,Блоки
block.minecraft.mossy_cobblestone_slab,mossy_cobblestone_slab.png,Блоки
block.minecraft.mossy_cobblestone_stairs,mossy_cobblestone_stairs.png,Блоки
block.minecraft.mossy_cobblestone_wall,mossy_cobblestone_wall.png,Блоки
block.minecraft.mossy_stone_brick_slab,mossy_stone_brick_slab.png,Блоки
block.minecraft.mossy_stone_brick_stairs,mossy_stone_brick_stairs.png,Блоки
block.minecraft.mossy_stone_brick_wall,mossy_stone_brick_wall.png,Блоки
block.minecraft.mossy_stone_bricks,mossy_stone_bricks.png,Блоки
block.minecraft.mud,mud.png,Блоки
block.minecraft.mud_brick_slab,mud_brick_slab.png,Блоки
block.minecraft.mud_brick_stairs,mud_brick_stairs.png,Блоки
block.minecraft.mud_brick_wall,mud_brick_wall.png,Блоки
block.minecraft.mud_bricks,mud_bricks.png,Блоки
block.minecraft.muddy_mangrove_roots,muddy_mangrove_roots.png,Блоки
block.minecraft.mushroom_stem,mushroom_stem.png,Блоки
item.minecraft.mushroom_stew,mushroom_stew.png,Еда и зелья
item.minecraft.music_disc_pigstep,music_disc_pigstep.png,Ценности
block.minecraft.mycelium,mycelium.png,Блоки
item.minecraft.name_tag,name_tag.png,Инструменты
item.minecraft.nautilus_shell,nautilus_shell.png,Ценности
item.minecraft.nether_brick,nether_brick.png,Блоки
block.minecraft.nether_brick_fence,nether_brick_fence.png,Блоки
block.minecraft.nether_brick_slab,nether_brick_slab.png,Блоки
block.minecraft.nether_brick_stairs,nether_brick_stairs.png,Блоки
block.minecraft.nether_brick_wall,nether_brick_wall.png,Блоки
block.minecraft.nether_bricks,nether_bricks.png,Блоки
block.minecraft.nether_gold_ore,nether_gold_ore.png,Блоки
item.minecraft.quartz,quartz.png,Ценности
block.minecraft.nether_quartz_ore,nether_quartz_ore.png,Ценности
block.minecraft.nether_sprouts,nether_sprouts.png,Растения
item.minecraft.nether_star,nether_star.png,Ценности
block.minecraft.nether_wart,nether_wart.png,Еда и зелья
block.minecraft.nether_wart_block,nether_wart_block.png,Блоки
item.minecraft.netherite_axe,netherite_axe.png,Инструменты
item.minecraft.netherite_boots,netherite_boots.png,Броня
item.minecraft.netherite_chestplate,netherite_chestplate.png,Броня
item.minecraft.netherite_helmet,netherite_helmet.png,Броня
item.minecraft.netherite_hoe,netherite_hoe.png,Инструменты
item.minecraft.netherite_ingot,netherite_ingot.png,Ценности
item.minecraft.netherite_leggings,netherite_leggings.png,Броня
item.minecraft.netherite_pickaxe,netherite_pickaxe.png,Инструменты
item.minecraft.netherite_scrap,netherite_scrap.png,Ценности
item.minecraft.netherite_shovel,netherite_shovel.png,Инструменты
item.minecraft.netherite_sword,netherite_sword.png,Инструменты
block.minecraft.netherrack,netherrack.png,Блоки
block.minecraft.note_block,note_block.png,Разное
entity.minecraft.oak_boat,oak_boat.png,Разное
entity.minecraft.oak_chest_boat,oak_chest_boat.png,Разное
block.minecraft.oak_button,oak_button.png,Разное
block.minecraft.oak_door,oak_door.png,Блоки
block.minecraft.oak_fence,oak_fence.png,Блоки
block.minecraft.oak_fence_gate,oak_fence_gate.png,Блоки
block.minecraft.oak_hanging_sign,oak_hanging_sign.png,Блоки
block.minecraft.oak_leaves,oak_leaves.png,Растения
block.minecraft.oak_log,oak_log.png,Блоки
block.minecraft.oak_planks,oak_planks.png,Блоки
block.minecraft.oak_pressure_plate,oak_pressure_plate.png,Разное
block.minecraft.oak_sapling,oak_sapling.png,Растения
block.minecraft.oak_sign,oak_sign.png,Блоки
block.minecraft.oak_slab,oak_slab.png,Блоки
block.minecraft.oak_stairs,oak_stairs.png,Блоки
block.minecraft.oak_trapdoor,oak_trapdoor.png,Блоки
block.minecraft.oak_wood,oak_wood.png,Блоки
block.minecraft.observer,observer.png,Разное
block.minecraft.obsidian,obsidian.png,Блоки
block.minecraft.ochre_froglight,ochre_froglight.png,Блоки
item.minecraft.ominous_trial_key,ominous_trial_key.png,Инструменты
block.minecraft.orange_banner,orange_banner.png,Блоки
block.minecraft.orange_bed,orange_bed.png,Блоки
item.minecraft.orange_bundle,orange_bundle.png,Инструменты
block.minecraft.orange_candle,orange_candle.png,Разное
block.minecraft.orange_carpet,orange_carpet.png,Блоки
block.minecraft.orange_concrete,orange_concrete.png,Блоки
block.minecraft.orange_concrete_powder,orange_concrete_powder.png,Блоки
item.minecraft.orange_dye,orange_dye.png,Блоки
block.minecraft.orange_glazed_terracotta,orange_glazed_terracotta.png,Блоки
block.minecraft.orange_shulker_box,orange_shulker_box.png,!!!ПРОДАЖА ЗАПРЕЩЕНА!!!
block.minecraft.orange_stained_glass,orange_stained_glass.png,Блоки
block.minecraft.orange_stained_glass_pane,orange_stained_glass_pane.png,Блоки
block.minecraft.orange_terracotta,orange_terracotta.png,Блоки
block.minecraft.orange_tulip,orange_tulip.png,Растения
block.minecraft.orange_wool,orange_wool.png,Блоки
block.minecraft.oxeye_daisy,oxeye_daisy.png,Растения
block.minecraft.oxidized_chiseled_copper,oxidized_chiseled_copper.png,Блоки
block.minecraft.oxidized_copper,oxidized_copper.png,Блоки
block.minecraft.oxidized_copper_bulb,oxidized_copper_bulb.png,Блоки
block.minecraft.oxidized_copper_door,oxidized_copper_door.png,Блоки
block.minecraft.oxidized_copper_grate,oxidized_copper_grate.png,Блоки
block.minecraft.oxidized_copper_trapdoor,oxidized_copper_trapdoor.png,Блоки
block.minecraft.oxidized_cut_copper,oxidized_cut_copper.png,Блоки
block.minecraft.oxidized_cut_copper_slab,oxidized_cut_copper_slab.png,Блоки
block.minecraft.oxidized_cut_copper_stairs,oxidized_cut_copper_stairs.png,Блоки
block.minecraft.packed_ice,packed_ice.png,Блоки
block.minecraft.packed_mud,packed_mud.png,Блоки
entity.minecraft.painting,painting.png,Разное
item.minecraft.paper,paper.png,Разное
block.minecraft.pearlescent_froglight,pearlescent_froglight.png,Блоки
block.minecraft.peony,peony.png,Растения
item.minecraft.phantom_membrane,phantom_membrane.png,Лут с мобов
block.minecraft.piglin_head,piglin_head.png,Ценности
block.minecraft.pink_banner,pink_banner.png,Блоки
block.minecraft.pink_bed,pink_bed.png,Блоки
item.minecraft.pink_bundle,pink_bundle.png,Инструменты
block.minecraft.pink_candle,pink_candle.png,Разное
block.minecraft.pink_carpet,pink_carpet.png,Блоки
block.minecraft.pink_concrete,pink_concrete.png,Блоки
block.minecraft.pink_concrete_powder,pink_concrete_powder.png,Блоки
item.minecraft.pink_dye,pink_dye.png,Краски
block.minecraft.pink_glazed_terracotta,pink_glazed_terracotta.png,Блоки
block.minecraft.pink_petals,pink_petals.png,Растения
block.minecraft.pink_shulker_box,pink_shulker_box.png,!!!ПРОДАЖА ЗАПРЕЩЕНА!!!
block.minecraft.pink_stained_glass,pink_stained_glass.png,Блоки
block.minecraft.pink_stained_glass_pane,pink_stained_glass_pane.png,Блоки
block.minecraft.pink_terracotta,pink_terracotta.png,Блоки
block.minecraft.pink_tulip,pink_tulip.png,Растения
block.minecraft.pink_wool,pink_wool.png,Блоки
block.minecraft.piston,piston.png,Разное
block.minecraft.pitcher_plant,pitcher_plant.png,Растения
item.minecraft.pitcher_pod,pitcher_pod.png,Растения
block.minecraft.podzol,podzol.png,Блоки
block.minecraft.pointed_dripstone,pointed_dripstone.png,Разное
item.minecraft.poisonous_potato,poisonous_potato.png,Еда и зелья
block.minecraft.polished_andesite,polished_andesite.png,Блоки
block.minecraft.polished_andesite_slab,polished_andesite_slab.png,Блоки
block.minecraft.polished_andesite_stairs,polished_andesite_stairs.png,Блоки
block.minecraft.polished_basalt,polished_basalt.png,Блоки
block.minecraft.polished_blackstone,polished_blackstone.png,Блоки
block.minecraft.polished_blackstone_brick_slab,polished_blackstone_brick_slab.png,Блоки
block.minecraft.polished_blackstone_brick_stairs,polished_blackstone_brick_stairs.png,Блоки
block.minecraft.polished_blackstone_brick_wall,polished_blackstone_brick_wall.png,Блоки
block.minecraft.polished_blackstone_bricks,polished_blackstone_bricks.png,Блоки
block.minecraft.polished_blackstone_button,polished_blackstone_button.png,Разное
block.minecraft.polished_blackstone_pressure_plate,polished_blackstone_pressure_plate.png,Разное
block.minecraft.polished_blackstone_slab,polished_blackstone_slab.png,Блоки
block.minecraft.polished_blackstone_stairs,polished_blackstone_stairs.png,Блоки
block.minecraft.polished_blackstone_wall,polished_blackstone_wall.png,Блоки
block.minecraft.polished_deepslate,polished_deepslate.png,Блоки
block.minecraft.polished_deepslate_slab,polished_deepslate_slab.png,Блоки
block.minecraft.polished_deepslate_stairs,polished_deepslate_stairs.png,Блоки
block.minecraft.polished_deepslate_wall,polished_deepslate_wall.png,Блоки
block.minecraft.polished_diorite,polished_diorite.png,Блоки
block.minecraft.polished_diorite_slab,polished_diorite_slab.png,Блоки
block.minecraft.polished_diorite_stairs,polished_diorite_stairs.png,Блоки
block.minecraft.polished_granite,polished_granite.png,Блоки
block.minecraft.polished_granite_slab,polished_granite_slab.png,Блоки
block.minecraft.polished_granite_stairs,polished_granite_stairs.png,Блоки
block.minecraft.polished_tuff,polished_tuff.png,Блоки
block.minecraft.polished_tuff_slab,polished_tuff_slab.png,Блоки
block.minecraft.polished_tuff_stairs,polished_tuff_stairs.png,Блоки
block.minecraft.polished_tuff_wall,polished_tuff_wall.png,Блоки
item.minecraft.popped_chorus_fruit,popped_chorus_fruit.png,Разное
block.minecraft.poppy,poppy.png,Растения
block.minecraft.potatoes,potato.png,Растения
item.minecraft.powder_snow_bucket,powder_snow_bucket.png,Разное
block.minecraft.powered_rail,powered_rail.png,Разное
block.minecraft.prismarine,prismarine.png,Блоки
block.minecraft.prismarine_brick_slab,prismarine_brick_slab.png,Блоки
block.minecraft.prismarine_brick_stairs,prismarine_brick_stairs.png,Блоки
block.minecraft.prismarine_bricks,prismarine_bricks.png,Блоки
item.minecraft.prismarine_crystals,prismarine_crystals.png,Лут с мобов
item.minecraft.prismarine_shard,prismarine_shard.png,Лут с мобов
block.minecraft.prismarine_slab,prismarine_slab.png,Блоки
block.minecraft.prismarine_stairs,prismarine_stairs.png,Блоки
block.minecraft.prismarine_wall,prismarine_wall.png,Блоки
entity.minecraft.pufferfish,pufferfish.png,Еда и зелья
block.minecraft.pumpkin,pumpkin.png,Растения
item.minecraft.pumpkin_pie,pumpkin_pie.png,Еда и зелья
item.minecraft.pumpkin_seeds,pumpkin_seeds.png,Растения
block.minecraft.purple_banner,purple_banner.png,Блоки
block.minecraft.purple_bed,purple_bed.png,Блоки
item.minecraft.purple_bundle,purple_bundle.png,Инструменты
block.minecraft.purple_candle,purple_candle.png,Разное
block.minecraft.purple_carpet,purple_carpet.png,Блоки
block.minecraft.purple_concrete,purple_concrete.png,Блоки
block.minecraft.purple_concrete_powder,purple_concrete_powder.png,Блоки
item.minecraft.purple_dye,purple_dye.png,Краски
block.minecraft.purple_glazed_terracotta,purple_glazed_terracotta.png,Блоки
block.minecraft.purple_shulker_box,purple_shulker_box.png,!!!ПРОДАЖА ЗАПРЕЩЕНА!!!
block.minecraft.purple_stained_glass,purple_stained_glass.png,Блоки
block.minecraft.purple_stained_glass_pane,purple_stained_glass_pane.png,Блоки
block.minecraft.purple_terracotta,purple_terracotta.png,Блоки
block.minecraft.purple_wool,purple_wool.png,Блоки
block.minecraft.purpur_block,purpur_block.png,Блоки
block.minecraft.purpur_pillar,purpur_pillar.png,Блоки
block.minecraft.purpur_slab,purpur_slab.png,Блоки
block.minecraft.purpur_stairs,purpur_stairs.png,Блоки
block.minecraft.quartz_bricks,quartz_bricks.png,Блоки
block.minecraft.quartz_pillar,quartz_pillar.png,Блоки
block.minecraft.quartz_slab,quartz_slab.png,Блоки
block.minecraft.quartz_stairs,quartz_stairs.png,Блоки
item.minecraft.rabbit_hide,rabbit_hide.png,Лут с мобов
item.minecraft.rabbit_stew,rabbit_stew.png,Лут с мобов
item.minecraft.rabbit_foot,rabbit_foot.png,Лут с мобов
block.minecraft.rail,rail.png,Разное
item.minecraft.beef,beef.png,Еда и зелья
item.minecraft.chicken,chicken.png,Еда и зелья
item.minecraft.cod,cod.png,Еда и зелья
item.minecraft.raw_copper,raw_copper.png,Ценности
item.minecraft.raw_gold,raw_gold.png,Ценности
item.minecraft.raw_iron,raw_iron.png,Ценности
item.minecraft.mutton,mutton.png,Еда и зелья
item.minecraft.porkchop,porkchop.png,Еда и зелья
item.minecraft.rabbit,rabbit.png,Еда и зелья
item.minecraft.salmon,salmon.png,Еда и зелья
item.minecraft.recovery_compass,recovery_compass.png,Инструменты
block.minecraft.red_banner,red_banner.png,Блоки
block.minecraft.red_bed,red_bed.png,Блоки
item.minecraft.red_bundle,red_bundle.png,Инструменты
block.minecraft.red_candle,red_candle.png,Разное
block.minecraft.red_carpet,red_carpet.png,Блоки
block.minecraft.red_concrete,red_concrete.png,Блоки
block.minecraft.red_concrete_powder,red_concrete_powder.png,Блоки
item.minecraft.red_dye,red_dye.png,Краски
block.minecraft.red_glazed_terracotta,red_glazed_terracotta.png,Блоки
block.minecraft.red_mushroom,red_mushroom.png,Ценности
block.minecraft.red_mushroom_block,red_mushroom_block.png,Блоки
block.minecraft.red_nether_brick_slab,red_nether_brick_slab.png,Блоки
block.minecraft.red_nether_brick_stairs,red_nether_brick_stairs.png,Блоки
block.minecraft.red_nether_brick_wall,red_nether_brick_wall.png,Блоки
block.minecraft.red_nether_bricks,red_nether_bricks.png,Блоки
block.minecraft.red_sand,red_sand.png,Блоки
block.minecraft.red_sandstone,red_sandstone.png,Блоки
block.minecraft.red_sandstone_slab,red_sandstone_slab.png,Блоки
block.minecraft.red_sandstone_stairs,red_sandstone_stairs.png,Блоки
block.minecraft.red_sandstone_wall,red_sandstone_wall.png,Блоки
block.minecraft.red_shulker_box,red_shulker_box.png,!!!ПРОДАЖА ЗАПРЕЩЕНА!!!
block.minecraft.red_stained_glass,red_stained_glass.png,Блоки
block.minecraft.red_stained_glass_pane,red_stained_glass_pane.png,Блоки
block.minecraft.red_terracotta,red_terracotta.png,Блоки
block.minecraft.red_tulip,red_tulip.png,Растения
block.minecraft.red_wool,red_wool.png,Блоки
block.minecraft.comparator,comparator.png,Разное
item.minecraft.redstone,redstone.png,Разное
block.minecraft.redstone_lamp,redstone_lamp.png,Разное
block.minecraft.redstone_ore,redstone_ore.png,Разное
block.minecraft.repeater,repeater.png,Разное
block.minecraft.redstone_torch,redstone_torch.png,Разное
block.minecraft.respawn_anchor,respawn_anchor.png,Разное
block.minecraft.rooted_dirt,rooted_dirt.png,Блоки
block.minecraft.rose_bush,rose_bush.png,Растения
item.minecraft.rotten_flesh,rotten_flesh.png,Лут с мобов
item.minecraft.saddle,saddle.png,Инструменты
block.minecraft.sand,sand.png,Блоки
block.minecraft.sandstone,sandstone.png,Блоки
block.minecraft.sandstone_slab,sandstone_slab.png,Блоки
block.minecraft.sandstone_stairs,sandstone_stairs.png,Блоки
block.minecraft.sandstone_wall,sandstone_wall.png,Блоки
block.minecraft.scaffolding,scaffolding.png,Блоки
block.minecraft.sculk,sculk.png,Растения
block.minecraft.sculk_catalyst,sculk_catalyst.png,Растения
block.minecraft.sculk_sensor,sculk_sensor.png,Разное
block.minecraft.sculk_shrieker,sculk_shrieker.png,Растения
block.minecraft.sculk_vein,sculk_vein.png,Растения
block.minecraft.sea_lantern,sea_lantern.png,Блоки
block.minecraft.sea_pickle,sea_pickle.png,Растения
block.minecraft.seagrass,seagrass.png,Растения
item.minecraft.shears,shears.png,Инструменты
item.minecraft.shield,shield.png,Инструменты
block.minecraft.shroomlight,shroomlight.png,Блоки
block.minecraft.shulker_box,shulker_box.png,!!!ПРОДАЖА ЗАПРЕЩЕНА!!!
item.minecraft.shulker_shell,shulker_shell.png,!!!ПРОДАЖА ЗАПРЕЩЕНА!!!
